judul,text,tanggal,sentimen
40 BPR/BPR Syariah Siap Merger di Kuartal II-2024,40 bprbpr syariah siap merger di kuartal ii-2024,2024/04/04,netral
"IHSG Longsor, Asing Net Sell Besar, Saham Ini Banyak Dijual","IHSG longsor , asing net sell besar , saham ini banyak dijual",2024/12/20,negatif
"Prabowo Mau Dolar Eksportir Ditahan Lebih Lama, Janjikan Insentif","prabowo mau dolar eksportir ditahan lebih lama , janjikan insentif",2024/11/06,netral
"Tabungan Habis Lantaran Menghidupi 25 Orang, Jadikan Pelajaran!","tabungan habis lantaran menghidupi 25 orang , jadikan pelajaran !",2025/03/05,netral
"Data Penting AS Masih Solid, Dolar Ditutup Naik ke Rp16.325","data penting AS masih solid , dolar ditutup naik ke rp 16.325",2025/02/06,negatif
"Skor Buruk SLIK OJK Ancam Masa Depan, Cek dan Lakukan Ini","skor buruk SLIK OJK ancam masa depan , cek dan lakukan ini",2024/12/07,negatif
"Dibuka Perkasa Lagi, IHSG Pelan-Pelan Dekati Level 7.700","dibuka perkasa lagi , IHSG pelan-pelan dekati level 7.700",2024/10/17,positif
"Senyap, Diam-Diam GOTO Sudah Buyback Saham Rp191,25 M","senyap , diam-diam GOTO sudah buyback saham rp 191.25 m",2024/07/11,positif
Vikram Sinha & Visi Berdayakan Indonesia Lewat Transformasi Digital,vikram sinha visi berdayakan indonesia lewat transformasi digital,2025/02/05,positif
Sah! Donald Trump Teken Perintah Buat Cadangan Strategis Bitcoin,sah ! donald trump teken perintah buat cadangan strategis bitcoin,2025/03/07,netral
"Bank Muamalat Molor Listing 2 Tahun, OJK Bakal Sanksi?","bank muamalat molor listing 2 tahun , OJK bakal sanksi ?",2025/01/24,negatif
"IHSG Rehat Dulu, 5 Saham Big Cap Ini Jadi Bebannya","IHSG rehat dulu , 5 saham big cap ini jadi bebannya",2024/09/09,negatif
BEI Hentikan Aktivitas Perdagangan Masindo Artha Sekuritas,BEI hentikan aktivitas perdagangan masindo artha sekuritas,2025/01/06,negatif
"Rupiah Kembali Tertekan, Dolar AS Naik ke Rp 15.505","rupiah kembali tertekan , dolar AS naik ke rp 15.505",2024/10/22,negatif
Cara Melacak Uang Salah Transfer Agar Bisa Kembali,cara melacak uang salah transfer agar bisa kembali,2024/08/19,netral
"Target Merger Bank MNC dan Nobu Molor, OJK Tidak Kasih Deadline","target merger bank MNC dan nobu molor , OJK tidak kasih deadline",2024/07/16,netral
Investor & Pelaku Pasar Sambut Inaugurasi Donald Trump,investor pelaku pasar sambut inaugurasi donald trump,2025/01/21,netral
"IHSG Ambruk Nyaris 1%, Asing Borong EXCL hingga ISAT","IHSG ambruk nyaris 1% , asing borong EXCL hingga ISAT",2024/12/13,positif
"Tingkatkan Likuditas, BEI Luncurkan Fitur Transaksi Repo di SPPA","tingkatkan likuditas , BEI luncurkan fitur transaksi repo di SPPA",2025/03/10,positif
"Qatar Mau Ikutan Proyek 3 Juta Rumah Prabowo, Incar Wilayah Kalibata","qatar mau ikutan proyek 3 juta rumah prabowo , incar wilayah kalibata",2025/01/21,netral
"Investor Yakin Data Inflasi AS Mendingin, S&P500 & Dow Jones Menguat","investor yakin data inflasi AS mendingin , SP500 dow jones menguat",2024/08/12,positif
Asuransi Great Eastern Blak-Blakan Cara Bikin Ekuitas Jadi Rp1 Triliun,asuransi great eastern blak-blakan cara bikin ekuitas jadi rp 1 triliun,2024/10/29,netral
"Breaking, IHSG Dibuka Ambruk 1% Lebih Balik ke Level 6.600","breaking , IHSG dibuka ambruk 1% lebih balik ke level 6.600",2025/02/10,negatif
"Pengawasan Aset Kripto Bakal Dipindah ke OJK, Ini Kata Asosiasi!","pengawasan aset kripto bakal dipindah ke OJK , ini kata asosiasi !",2025/01/01,netral
Alasan Banyak Investor Asing Kepincut Akuisisi Bank RI,alasan banyak investor asing kepincut akuisisi bank RI,2025/01/07,netral
"CEO Ini Sukses Bikin 88% Karyawannya Kaya Raya, Ini Rahasianya","CEO ini sukses bikin 88% karyawannya kaya raya , ini rahasianya",2024/09/19,netral
"Joe Biden Mundur Pilpres AS, IHSG Ditutup Balik Lagi ke 7.300","joe biden mundur pilpres AS , IHSG ditutup balik lagi ke 7.300",2024/07/22,positif
"Pertumbuhan Simpanan di Bank Melambat, OJK Buka Suara","pertumbuhan simpanan di bank melambat , OJK buka suara",2024/10/01,negatif
Anak Muda RI Dengerin Nih! Ada Bencana Finansial Mengintai,anak muda RI dengerin nih ! ada bencana finansial mengintai,2024/11/15,netral
"Segini Saldo Minimum Nasabah Prioritas BCA, BRI, BNI, & Mandiri","segini saldo minimum nasabah prioritas BCA , BRI , BNI , mandiri",2024/07/10,netral
"3 Raja Tekstil RI, Nomor 1 Hartanya Rp 131,9 T","3 raja tekstil RI , nomor 1 hartanya rp 131.9 t",2024/09/26,netral
"Laba Tembus Rp 401 M, Bisnis Ini Jadi Andalan Sucofindo","laba tembus rp 401 M , bisnis ini jadi andalan sucofindo",2024/10/23,positif
"Petaka Bawa Berkah, Ini Alasan Resesi Bisa Cetak Orang Kaya Baru","petaka bawa berkah , ini alasan resesi bisa cetak orang kaya baru",2024/08/06,netral
"Dua Mantan Direksi Jasindo Jadi Tersangka KPK, Ini Kata Manajemen","dua mantan direksi jasindo jadi tersangka KPK , ini kata manajemen",2024/08/28,negatif
"Sejarah di Balik Berdirinya Sido Muncul, Jamu Indonesia yang Mendunia","sejarah di balik berdirinya sido muncul , jamu indonesia yang mendunia",2024/09/27,netral
"Lengkap! Daftar Arah Kebijakan BI 2025: Suku Bunga, Rupiah Sampai QRIS","lengkap ! daftar arah kebijakan BI 2025 : suku bunga , rupiah sampai QRIS",2024/11/29,netral
"Debt Collector Ternyata Boleh Tagih di Luar Jam Kerja, OJK Buka Suara","debt collector ternyata boleh tagih di luar jam kerja , OJK buka suara",2024/02/01,netral
"IHSG Tumbang, Bos BEI Singgung Rencana Prabowo Hapus Utang Petani","IHSG tumbang , bos BEI singgung rencana prabowo hapus utang petani",2024/11/01,negatif
IHSG Berakhir di Zona Merah Dibebani Kinerja 5 Saham Ini,IHSG berakhir di zona merah dibebani kinerja 5 saham ini,2024/07/30,negatif
Cadangan Batu Bara Bukit Asam (PTBA) Cukup Untuk 100 Tahun,cadangan batu bara bukit asam ( PTBA ) cukup untuk 100 tahun,2024/08/27,netral
"Inflasi Medis Terbang Tinggi, RS Bunda (BMHS) Bilang Gini","inflasi medis terbang tinggi , RS bunda ( BMHS ) bilang gini",2024/08/26,negatif
Daftar Konglomerat Pemilik Mal Terbesar di Jakarta,daftar konglomerat pemilik mal terbesar di jakarta,2025/03/26,netral
Perketat DHE! Prabowo: Selama Ini Dolar Hasil Ekspor Disimpan di LN,perketat DHE ! prabowo : selama ini dolar hasil ekspor disimpan di LN,2025/02/17,netral
IHSG Pangkas Koreksi Usai Pengumuman Pengurus Danantara,IHSG pangkas koreksi usai pengumuman pengurus danantara,2025/03/24,positif
Jokowi Dorong Optimisme di Tengah Tantangan Global,jokowi dorong optimisme di tengah tantangan global,2024/10/08,positif
"Banyak yang Tak Tahu, Ternyata Ini Perbedaan Alfamart dan Alfamidi","banyak yang tak tahu , ternyata ini perbedaan alfamart dan alfamidi",2024/11/12,netral
"Erick Thohir Ungkap Alasan Gandeng Kementerian UMKM, PKP, Hingga BPOM","erick thohir ungkap alasan gandeng kementerian UMKM , PKP , hingga BPOM",2025/01/22,netral
IHSG Happy Weekend Ditopang Kinerja Emiten Big Cap,IHSG happy weekend ditopang kinerja emiten big cap,2025/01/17,positif
"Breaking! Ancaman Resesi Mencuat, Bursa Wall Street Dibuka Anjlok","breaking ! ancaman resesi mencuat , bursa wall street dibuka anjlok",2024/08/05,negatif
Operasional Bank Indonesia 'Libur Total' saat Pilkada 27 November 2024,operasional bank indonesia libur total saat pilkada 27 november 2024,2024/11/25,netral
"Prabowo Panggil Gubernur BI Perry Warjiyo ke Istana, Ada Apa?","prabowo panggil gubernur BI perry warjiyo ke istana , ada apa ?",2024/10/24,netral
"Asing Lepas Rp3,67 T Sepekan Lalu, Deretan Saham Ini Jadi ""Korban""","asing lepas rp 3.67 t sepekan lalu , deretan saham ini jadi "" korban """,2024/11/04,negatif
"IHSG Balik Arah ke Zona Hijau, 5 Saham Ini Jadi Pemicunya","IHSG balik arah ke zona hijau , 5 saham ini jadi pemicunya",2024/10/11,positif
"Tangkap Peluang Digitalisasi, BNI Ubah Outlet Jadi Working Space","tangkap peluang digitalisasi , BNI ubah outlet jadi working space",2024/10/24,positif
Investor Kini Bisa Short Selling Saham dengan Jaminan Rp50 Juta,investor kini bisa short selling saham dengan jaminan rp 50 juta,2024/10/03,netral
"Rupiah Anjlok Karena Investor Takut RI Boncos, Airlangga: Salah Alamat","rupiah anjlok karena investor takut RI boncos , airlangga : salah alamat",2024/06/21,negatif
"Laba Mitra Adiperkasa (MAPI) Jeblok 11,40%, Ini Penyebabnya","laba mitra adiperkasa ( MAPI ) jeblok 11.40% , ini penyebabnya",2024/08/01,negatif
Pendiri Cardano Charles Hoskinson Jadi Penasihat Kripto Trump,pendiri cardano charles hoskinson jadi penasihat kripto trump,2024/11/12,netral
"Penjualan Mobil Ambruk, Multifinance Banting Setir","penjualan mobil ambruk , multifinance banting setir",2024/11/06,negatif
Pendiri dan Tiga Direksi Erajaya (ERAA) Mengundurkan Diri,pendiri dan tiga direksi erajaya ( ERAA ) mengundurkan diri,2025/02/04,negatif
Wall Street Babak Belur! Investor Digentayangi Hantu Resesi Trump,wall street babak belur ! investor digentayangi hantu resesi trump,2025/03/11,negatif
PT PP Infrastruktur Divestasi Saham Bisnis Telekomunikasi ke Mitratel,PT PP infrastruktur divestasi saham bisnis telekomunikasi ke mitratel,2024/12/04,positif
OJK Terbitkan 2 Peraturan Laporan Berkala Perusahaan Asuransi & Dapen,OJK terbitkan 2 peraturan laporan berkala perusahaan asuransi dapen,2025/01/08,netral
"Bos Lion Air Akan Jadi Bos Garuda (GIIA), Dirut Irfan Bilang Gini","bos lion air akan jadi bos garuda ( giia ) , dirut irfan bilang gini",2024/11/08,netral
"Kabar Baik, BI Perpanjang Keringanan Bayar Cicilan Kartu Kredit","kabar baik , BI perpanjang keringanan bayar cicilan kartu kredit",2024/11/20,netral
Kripto Bisa Jadi Agunan Bank? Ini Kata Bos OJK,kripto bisa jadi agunan bank ? ini kata bos OJK,2024/08/09,netral
Mandiri Sahabatku Dorong Pekerja Migran RI Naik Kelas Jadi Pengusaha,mandiri sahabatku dorong pekerja migran RI naik kelas jadi pengusaha,2024/06/22,positif
"Cabut dari OpenAI, Ilmuwan ChatGPT Bikin Perusahaan Misterius","cabut dari openai , ilmuwan chatgpt bikin perusahaan misterius",2025/03/09,netral
Bank Dunia Sebut Sektor Ini Jadi Motor Ekonomi RI,bank dunia sebut sektor ini jadi motor ekonomi RI,2024/06/24,netral
"Jualan Paket Data Internet, Indosat (ISAT) Laba Rp 2,73 T","jualan paket data internet , indosat ( ISAT ) laba rp 2.73 t",2024/07/30,positif
"Ketakutan Jokowi di Akhir Jabatan Makin Nyata, Bankir Teriak Gini","ketakutan jokowi di akhir jabatan makin nyata , bankir teriak gini",2024/08/05,negatif
"Dana Pihak Ketiga BRI Tumbuh 11,61%, Ditopang Dana Murah","dana pihak ketiga BRI tumbuh 11.61% , ditopang dana murah",2024/07/25,positif
"Auto Kaya di 2025, Ini 7 Mindset Ala Robert Kiyosaki","auto kaya di 2025 , ini 7 mindset ala robert kiyosaki",2025/01/05,netral
"Ini 10 Pekerjaan dengan Gaji Tertinggi di 2023, Ada Punyamu?","ini 10 pekerjaan dengan gaji tertinggi di 2023 , ada punyamu ?",2024/01/19,netral
"IHSG Ambruk! Dibuka Anjlok 1,4%",IHSG ambruk ! dibuka anjlok 1.4%,2025/03/11,negatif
"Rupiah Cetak Rekor Terkuat Sejak Awal Tahun, Dolar Turun ke Rp 15.430","rupiah cetak rekor terkuat sejak awal tahun , dolar turun ke rp 15.430",2024/08/20,positif
"Breaking! IHSG Melesat 1% Lebih, Balik ke Level 7.200","breaking ! IHSG melesat 1% lebih , balik ke level 7.200",2024/11/22,positif
BSI Hadirkan Literasi Digital & Keuangan di Mal  Se-Jabodetabek,BSI hadirkan literasi digital keuangan di mal se-jabodetabek,2024/11/21,positif
"Adaro Energy (ADRO) Mau Bagi Dividen Pakai Utang, Bos BEI Bilang Gini","adaro energy ( ADRO ) mau bagi dividen pakai utang , bos BEI bilang gini",2024/11/11,netral
"Bursa Asia Hijau Royo-royo, Nikkei Paling Kencang!","bursa asia hijau royo-royo , nikkei paling kencang !",2025/01/07,positif
"Pilpres AS Makin Dekat, Kripto Turun Berjamaah","pilpres AS makin dekat , kripto turun berjamaah",2024/11/04,negatif
"Luhut: Tanpa Nikel RI, Pasar EV AS Bakal Hancur!","luhut : tanpa nikel RI , pasar EV AS bakal hancur !",2024/05/03,negatif
"Kredit BNI Tumbuh 11,7% per Juni 2024, Tiga Sektor Ini Jadi Andalan","kredit BNI tumbuh 11.7% per juni 2024 , tiga sektor ini jadi andalan",2024/08/22,positif
"IHSG Ambruk 4 Hari, Kemarin Asing Kompak Incar Saham Ini","IHSG ambruk 4 hari , kemarin asing kompak incar saham ini",2025/02/11,positif
Daftar 14 BUMN Sakit Selain PT PANN,daftar 14 BUMN sakit selain PT PANN,2024/10/21,netral
Robert Kiyosaki Kasih Peringatan Jangan Simpan Dolar,robert kiyosaki kasih peringatan jangan simpan dolar,2024/08/27,netral
"Kasih Uang Pertanggungan 300%, Allianz Andalkan Ini Buat Taruh Uang","kasih uang pertanggungan 300% , allianz andalkan ini buat taruh uang",2024/04/18,netral
Simak! Keputusan Lengkap BI Tahan Suku Bunga Acuan,simak ! keputusan lengkap BI tahan suku bunga acuan,2025/03/19,netral
"IHSG Mulai Berguncang, Asing Diam-Diam Borong Saham Ini","IHSG mulai berguncang , asing diam-diam borong saham ini",2024/09/26,positif
"Sosok Raja Debt Collector RI, Sukses Bangun Dinasti dari Nol","sosok raja debt collector RI , sukses bangun dinasti dari nol",2025/01/29,netral
10 Saham Ini Kompak Diborong Asing Pekan Lalu,10 saham ini kompak diborong asing pekan lalu,2024/10/14,positif
"Tanpa Holding, BUMN Karya Adu Banting-Bantingan Harga Tender","tanpa holding , BUMN karya adu banting-bantingan harga tender",2024/07/18,netral
"BCA Finance dan BCA Multi Finance Resmi Merger, Ini Nasib Nasabahnya","BCA finance dan BCA multi finance resmi merger , ini nasib nasabahnya",2024/09/03,netral
IHSG Gagal Bertahan di 7.700-an,IHSG gagal bertahan di 7700-an,2024/09/02,negatif
"Wall Street Dibuka Merah, Efek Data Inflasi AS Bikin Kaget?","wall street dibuka merah , efek data inflasi AS bikin kaget ?",2024/04/10,negatif
OJK Punya Senjata Baru Buat Cegah Fraud di BPR,OJK punya senjata baru buat cegah fraud di BPR,2024/07/16,positif
"Bos BCA Buka-Bukaan Alasan Rupiah Jeblok, Bukan Iran-Israel","bos BCA buka-bukaan alasan rupiah jeblok , bukan iran-israel",2024/04/27,netral
"IHSG Ditutup Ambruk 1,1%, Sentuh Level Terendah Sepanjang Tahun!","IHSG ditutup ambruk 1.1% , sentuh level terendah sepanjang tahun !",2024/06/07,negatif
Penantian Pernyataan The Fed Bikin Wall Street Labil,penantian pernyataan the fed bikin wall street labil,2024/05/01,negatif
"IHSG Tak Bertenaga, Dibuka Turun Tipis","IHSG tak bertenaga , dibuka turun tipis",2025/02/25,negatif
"RATU Bangun dari Tidur, Langsung Kembali Cetak ARA","RATU bangun dari tidur , langsung kembali cetak ARA",2025/01/17,positif
"Jika Trump Menang Pilpres AS, Begini Kira-kira Nasib Rupiah!","jika trump menang pilpres AS , begini kira-kira nasib rupiah !",2024/07/22,netral
"IHSG Masih Stagnan, Saham & Sektor Ini Biang Keladinya","IHSG masih stagnan , saham sektor ini biang keladinya",2025/01/08,negatif
"Cadangan Devisa RI Naik Tipis Jadi US$156,1 M di Januari 2025",cadangan devisa RI naik tipis jadi us 156.1 m di januari 2025,2025/02/07,positif
"BI: Pertumbuhan Kredit Februari 2025 10,3% Yoy",BI : pertumbuhan kredit februari 2025 10.3% yoy,2025/03/19,positif
"Pemerintah Godok Dana Abadi Perumahan, Begini Perhitungan Bos BTN","pemerintah godok dana abadi perumahan , begini perhitungan bos BTN",2024/06/22,netral
Prabowo Tegas! Dolar Eksportir Bakal Wajib Disimpan Lebih Lama di RI,prabowo tegas ! dolar eksportir bakal wajib disimpan lebih lama di RI,2024/11/04,netral
"Gurita Bisnis Happy Hapsoro, Konglomerat Pengendali RAJA dan RATU","gurita bisnis happy hapsoro , konglomerat pengendali RAJA dan RATU",2025/01/23,netral
"Perampokan Emas Besar-Besaran 960 Kg Terungkap, Akibat Ulah Istri","perampokan emas besar-besaran 960 kg terungkap , akibat ulah istri",2024/06/16,negatif
Cerita Tukang Cuci Piring Punya Harta Rp 1.700 Triliun,cerita tukang cuci piring punya harta rp 1.700 triliun,2024/06/06,netral
"Hermanto Tanoko Kini Jadi Orang Terkaya ke-2 RI, Ini Gurita Bisnisnya","hermanto tanoko kini jadi orang terkaya ke-2 RI , ini gurita bisnisnya",2024/07/17,netral
"RI Dibayangi Deflasi, IHSG Ditutup Anjlok 1% Hari Ini","RI dibayangi deflasi , IHSG ditutup anjlok 1% hari ini",2024/09/03,negatif
"Jelang Lebaran, BRI Siapkan Uang Tunai Rp32,8 Triliun","jelang lebaran , BRI siapkan uang tunai rp 32.8 triliun",2025/03/08,positif
"Tagih Utang Tak Sesuai Aturan, OJK Terima 411 Aduan Debt Collector","tagih utang tak sesuai aturan , OJK terima 411 aduan debt collector",2024/07/09,negatif
Jokowi Kasih Tanda Kehormatan Ini ke Bos INET dan APJII,jokowi kasih tanda kehormatan ini ke bos INET dan APJII,2024/09/27,netral
"Bermodal Cekak, OJK Cabut Izin PT Sarana Sultra Ventura","bermodal cekak , OJK cabut izin PT sarana sultra ventura",2024/12/13,negatif
Bos BNI (BBNI) Blak-Blakan Soal Rencana Divestasi BSI (BRIS),bos BNI ( BBNI ) blak-blakan soal rencana divestasi BSI ( BRIS ),2024/07/11,netral
"Pasar Kripto Menguat, Para Paus Masih Getol Akumulasi BTC","pasar kripto menguat , para paus masih getol akumulasi BTC",2024/09/09,positif
"Nvdia & JP Morgan Melesat, Dow Jones Bangkit dari Penurunan 10 Hari","nvdia JP morgan melesat , dow jones bangkit dari penurunan 10 hari",2024/12/19,positif
"Cemas Ancaman Resesi, Investor Kompak Bawa Kabur Uang ke Obligasi","cemas ancaman resesi , investor kompak bawa kabur uang ke obligasi",2024/08/14,negatif
Bos OJK Ungkap Dosa Influencer Soal Gagal Kelola Dana Rp 71 M,bos OJK ungkap dosa influencer soal gagal kelola dana rp 71 m,2024/07/08,netral
IHSG Ditutup Menguat dan Berhasil Balik ke Level 7.500,IHSG ditutup menguat dan berhasil balik ke level 7.500,2024/10/07,positif
Asing Kompak Lepas BREN Hingga GOTO Saat IHSG Koreksi Tipis,asing kompak lepas BREN hingga GOTO saat IHSG koreksi tipis,2025/01/09,negatif
"Prabowo Tetapkan 100% DHE Wajib Simpan di RI, Berlaku 1 Maret 2025","prabowo tetapkan 100% DHE wajib simpan di RI , berlaku 1 maret 2025",2025/02/17,netral
"Anggota KPPS Banyak Tumbang, Bos Asuransi Jiwa Bilang Gini","anggota KPPS banyak tumbang , bos asuransi jiwa bilang gini",2024/02/27,negatif
"Siap-Siap, Ada Dua Bank Syariah Mau IPO di BEI","siap-siap , ada dua bank syariah mau IPO di BEI",2025/03/14,positif
Bank BJB Tunjuk Yusuf Saadudin Jadi Direktur Utama,bank BJB tunjuk yusuf saadudin jadi direktur utama,2025/03/13,netral
"Sehari Saham Bank Mandiri Cetak Rekor 2 Kali, Ditutup di Rp 6.950","sehari saham bank mandiri cetak rekor 2 kali , ditutup di rp 6.950",2024/02/07,positif
"Emiten Kemasan Kertas (PPRI) Labanya Melonjak 296%, Segini Nilainya","emiten kemasan kertas ( PPRI ) labanya melonjak 296% , segini nilainya",2024/06/19,positif
"Sosok Pemilik Blok M Plaza, Mal Legendaris yang Kembali Viral","sosok pemilik blok m plaza , mal legendaris yang kembali viral",2024/12/18,netral
Bank Mandiri (BMRI) Pamer Kredit UMKM Tumbuh di Atas Industri,bank mandiri ( BMRI ) pamer kredit UMKM tumbuh di atas industri,2025/02/05,positif
"Dipanggil OJK, Influencer Saham Ahmad Rafif Dipastikan Tak Berizin","dipanggil OJK , influencer saham ahmad rafif dipastikan tak berizin",2024/07/04,negatif
"Masuk Masa Ex Date Dividen, Saham ADRO Langsung ARB","masuk masa ex date dividen , saham ADRO langsung ARB",2024/11/28,negatif
Bos OJK Buka Suara Soal Asuransi Kendaraan Listrik,bos OJK buka suara soal asuransi kendaraan listrik,2024/02/22,netral
Bappebti: Transisi Pengawasan Kripto dari OJK Rampung Kuartal I-2025,bappebti : transisi pengawasan kripto dari OJK rampung kuartal I-2025,2025/01/02,netral
"Kenaikannya Gak Wajar, Bursa Pantau Ketat Saham CRSN dan BESS","kenaikannya gak wajar , bursa pantau ketat saham CRSN dan BESS",2024/10/15,negatif
"Gokil! Brand Value BRI Meroket 30% Jadi USD 11,25 Miliar",gokil ! brand value BRI meroket 30% jadi USD 11.25 miliar,2024/08/03,positif
"The Fed Beri Kabar Soal Suku Bunga, Dolar Menguat Tipis Jadi Rp15.590","the fed beri kabar soal suku bunga , dolar menguat tipis jadi rp 15.590",2024/02/23,negatif
"IHSG Ada Harapan Hijau Hari Ini, Dibuka Naik 0,45%","IHSG ada harapan hijau hari ini , dibuka naik 0.45%",2025/02/14,positif
Live Now! Optimisme Pasar Modal RI di Tengah Perang Dagang,live now ! optimisme pasar modal RI di tengah perang dagang,2025/03/21,positif
"Donald Trump Bikin Rupiah Jeblok, Pengusaha Makin Was-was!","donald trump bikin rupiah jeblok , pengusaha makin was-was !",2024/12/19,negatif
Simak! BUMI Bawa Kabar Terbaru Proyek Non-Batu Bara,simak ! BUMI bawa kabar terbaru proyek non-batu bara,2024/09/06,netral
"DPR Sorot Korupsi di Dapen BUMN, Bos Taspen Buka Suara","DPR sorot korupsi di dapen BUMN , bos taspen buka suara",2024/06/26,negatif
"Sandiaga Uno Yakin Fundamental Ekonomi RI Baik, IHSG Siap Bangkit","sandiaga uno yakin fundamental ekonomi RI baik , IHSG siap bangkit",2025/03/20,positif
"Investor Saham Mau Mogok Gara-Gara FCA, Ini Respons OJK","investor saham mau mogok gara-gara FCA , ini respons OJK",2024/06/10,negatif
"Kushindarto, Direktur MNC Energy Investments (IATA) Resign","kushindarto , direktur MNC energy investments ( IATA ) resign",2025/03/05,netral
SEC Gugat Elon Musk Atas Soal Kepemilikan Saham Twitter,SEC gugat elon musk atas soal kepemilikan saham twitter,2025/01/15,negatif
"IHSG Menuju 6.700, Saham Konglomerat Bersinar","IHSG menuju 6.700 , saham konglomerat bersinar",2025/03/07,positif
"Bank Asing Ini Resmi Minggat dari RI, Nasabah Dilempar ke OCBC","bank asing ini resmi minggat dari RI , nasabah dilempar ke OCBC",2024/09/03,negatif
"Utang Luar Negeri RI Tembus US$ 425,1 M per Agustus 2024",utang luar negeri RI tembus US 425.1 m per agustus 2024,2024/10/14,negatif
"Kerja 5 Tahun, DPR Dapat Uang Pensiun Segini Seumur Hidup","kerja 5 tahun , DPR dapat uang pensiun segini seumur hidup",2024/02/11,netral
"Bank di Indonesia Berbondong-bondong Tutup ATM, Ada Apa?","bank di indonesia berbondong-bondong tutup ATM , ada apa ?",2024/06/09,negatif
Pasokan AS & Meredanya Tensi Geopolitik Bikin Harga Minyak Terkoreksi,pasokan AS meredanya tensi geopolitik bikin harga minyak terkoreksi,2025/02/23,positif
"Debt Collector Boleh Tagih Utang Pinjol ke Rumah, Tapi...","debt collector boleh tagih utang pinjol ke rumah , tapi . . .",2024/07/28,netral
"Breaking! The Fed Buka Suara, Dolar Melonjak Dekati Rp 16.000","breaking ! the fed buka suara , dolar melonjak dekati rp 16.000",2024/11/15,negatif
"BCA Siapkan Duit Rp 68,80 T Buat Ramadan dan Lebaran 2024",BCA siapkan duit rp 68.80 t buat ramadan dan lebaran 2024,2024/03/19,netral
"Ruang Penurunan BI Rate Terbuka, Gubernur BI: Sabar Dulu Dong!","ruang penurunan BI rate terbuka , gubernur BI : sabar dulu dong !",2025/03/19,netral
"IHSG Nyaris Tak Bergerak, Saham Prajogo Jadi Pendorong Sekaligus Beban","IHSG nyaris tak bergerak , saham prajogo jadi pendorong sekaligus beban",2025/01/09,negatif
"Emiten RI Ramai-Ramai Rights Issue & Private Placement, Ini Daftarnya","emiten RI ramai-ramai rights issue private placement , ini daftarnya",2024/06/26,netral
"Ekonomi China Madesu, Harga Minyak Mentah Dunia Anjlok","ekonomi china madesu , harga minyak mentah dunia anjlok",2024/07/30,negatif
Kisah Sritex dari Raja Kain RI Hingga Resmi Tutup Permanen,kisah sritex dari raja kain RI hingga resmi tutup permanen,2025/03/03,netral
Sanksi Menanti! Pedagang Dilarang Tolak Tunai-Kenakan Biaya QRIS,sanksi menanti ! pedagang dilarang tolak tunai-kenakan biaya QRIS,2024/10/19,negatif
Sucor Sekuritas Optimis 'Gulung' Obligasi Rp 7 T. Pasar Oke?,sucor sekuritas optimis gulung obligasi rp 7 T . pasar oke ?,2024/09/25,positif
"Kiamat ATM RI Makin Nyata, Bos Artajasa Ungkap Nasibnya","kiamat ATM RI makin nyata , bos artajasa ungkap nasibnya",2024/12/19,netral
"88 Tas Mewah Harvey Moeis Disita, Sandra Dewi: Itu Hasil Endorse","88 tas mewah harvey moeis disita , sandra dewi : itu hasil endorse",2024/07/22,netral
"Orang Terkaya RI Terbaru, Dua Teratas Menang Banyak dari Harga Saham","orang terkaya RI terbaru , dua teratas menang banyak dari harga saham",2024/03/09,netral
Bumi Resources (BRMS) Ungkap Potensi Emas di CPM Minerals,bumi resources ( BRMS ) ungkap potensi emas di CPM minerals,2024/11/06,netral
Cerita Perusahaan Terbesar di Dunia Tebar Dividen Malah Jadi Petaka,cerita perusahaan terbesar di dunia tebar dividen malah jadi petaka,2024/02/20,netral
"Lo Kheng Hong Ungkap Menabung Bikin Orang RI Miskin, Ini Alasannya","lo kheng hong ungkap menabung bikin orang RI miskin , ini alasannya",2024/07/13,netral
"SCMA Bakal Bagi Dividen Interim, Simak Jadwalnya","SCMA bakal bagi dividen interim , simak jadwalnya",2024/11/07,positif
Sosok Morgan Stanley: Sentil Program Prabowo & Guncang Pasar Modal RI,sosok morgan stanley : sentil program prabowo guncang pasar modal RI,2024/06/15,netral
"Investor Wajib Tahu, Ini Bedanya Obligasi dan Deposito","investor wajib tahu , ini bedanya obligasi dan deposito",2025/03/06,netral
"Pasar Respons Potensi Gencatan Senjata, Harga Minyak Dunia Turun","pasar respons potensi gencatan senjata , harga minyak dunia turun",2024/11/26,positif
Siapa yang Punya Mall Kota Kasablanka? Ternyata Ini Orangnya,siapa yang punya mall kota kasablanka ? ternyata ini orangnya,2024/12/25,netral
"Lebaran Panen Cuan, Simak Tips Kelola THR dari OJK","lebaran panen cuan , simak tips kelola THR dari OJK",2024/04/02,netral
"Buat Pemegang Dolar, Gubernur BI Ramal Kurs 2025 Rp15.300-15.700/US$","buat pemegang dolar , gubernur BI ramal kurs 2025 rp 15.300-15.700us",2024/06/04,netral
Antam Catat Penjualan Emas Tertinggi Sepanjang Sejarah,antam catat penjualan emas tertinggi sepanjang sejarah,2025/02/03,positif
"Terkuak, Ini Asal Usul Nama Mobil Maung Buatan PT Pindad","terkuak , ini asal usul nama mobil maung buatan PT pindad",2025/03/04,netral
"BRI Salurkan Kredit Rp1.355 Triliun Tahun 2024, Dorong Aset Naik 1,42%","BRI salurkan kredit rp 1.355 triliun tahun 2024 , dorong aset naik 1.42%",2025/02/12,positif
