judul,text,tanggal,sentimen
"Waspada, Ini 7 Kesalahan dalam Investasi & Cara Menghindarinya","waspada , ini 7 kesalahan dalam investasi cara menghindarinya",2024/09/25,netral
"Rupiah Melemah Lagi, Dolar Makin Dekati Rp16.000","rupiah melemah lagi , dolar makin dekati rp 16.000",2024/12/13,negatif
"Asuransi Catat Pendapatan Premi Rp 296,6 T, Ditopang Asuransi Jiwa","asuransi catat pendapatan premi rp 296.6 T , ditopang asuransi jiwa",2025/01/09,positif
"Ekonomi AS Diramal Melambat, Tak Akan Resesi Kayak Jepang","ekonomi AS diramal melambat , tak akan resesi kayak jepang",2024/02/23,netral
"NPL KPR Lebih Tinggi Dibanding Era Pandemi, Ternyata karena Ini","NPL KPR lebih tinggi dibanding era pandemi , ternyata karena ini",2024/03/15,netral
"Alert! Pasar Kripto Ambruk, Bitcoin Hingga Ethereum Merah Merona","alert ! pasar kripto ambruk , bitcoin hingga ethereum merah merona",2025/02/03,negatif
"Tren Deflasi RI Berakhir, Dolar Turun ke Rp15.685","tren deflasi RI berakhir , dolar turun ke rp 15.685",2024/11/01,positif
Tokenisasi Andalan Baru OJK Dukung Pertumbuhan Jasa Keuangan Nasional,tokenisasi andalan baru OJK dukung pertumbuhan jasa keuangan nasional,2025/02/11,positif
"Mau Hapus Sandwich Generation, OJK Luncurkan Peta Jalan Dana Pensiun","mau hapus sandwich generation , OJK luncurkan peta jalan dana pensiun",2024/07/08,netral
OJK Buka Suara Soal Korupsi Dana Iklan Bank BJB (BJBR),OJK buka suara soal korupsi dana iklan bank BJB ( BJBR ),2024/10/14,netral
"IHSG Gagal Rebound, 5 Saham Big Cap Ini Biang Keroknya","IHSG gagal rebound , 5 saham big cap ini biang keroknya",2024/04/17,negatif
"OJK Terbitkan Aturan Main Modal Ventura, Ini Isinya","OJK terbitkan aturan main modal ventura , ini isinya",2024/01/17,netral
"BTN Syariah Bukukan Kenaikan Laba 33,6% di Q3 2024",BTN syariah bukukan kenaikan laba 33.6% di Q3 2024,2024/11/28,positif
OJK Ungkap Potensi Pasar Keuangan Derivatif,OJK ungkap potensi pasar keuangan derivatif,2025/02/11,netral
BRI Bangun Posko Mudik BUMN di Bandara & Rest Area Jalan Tol,BRI bangun posko mudik BUMN di bandara rest area jalan tol,2025/03/28,netral
"Banyak Inovasi, BRImo Jadi Aplikasi Perbankan Terpopuler di Indonesia","banyak inovasi , brimo jadi aplikasi perbankan terpopuler di indonesia",2025/02/20,positif
Menko Airlangga: UMKM Tulang Punggung Ekonomi Negara,menko airlangga : UMKM tulang punggung ekonomi negara,2025/01/30,positif
"OJK Terbitkan Aturan Main Aset Kripto, Ini Isinya","OJK terbitkan aturan main aset kripto , ini isinya",2024/12/24,netral
"Warren Buffett Sarankan Anak Muda Beli Rumah Ketimbang Saham, Kenapa?","warren buffett sarankan anak muda beli rumah ketimbang saham , kenapa ?",2024/11/14,netral
"Digugat PKPU Rp 9,1 Miliar, Manajemen WMUU Buka Suara","digugat PKPU rp 9.1 miliar , manajemen WMUU buka suara",2024/07/29,negatif
"Di Bawah Tangan Dingin Benjie Yap, UNVR Berani Rombak Bisnis","di bawah tangan dingin benjie yap , UNVR berani rombak bisnis",2025/02/13,netral
Bos JPMorgan Ingatkan Inflasi dan Suku Bunga Tinggi Bakal Awet,bos jpmorgan ingatkan inflasi dan suku bunga tinggi bakal awet,2024/07/14,netral
"Rupiah Kembali Tergelincir, Dolar Dibuka Naik ke Rp 16.000","rupiah kembali tergelincir , dolar dibuka naik ke rp 16.000",2024/12/17,negatif
"Jelang Akhir Masa Jabatan Jokowi, Bank Kecil Teriak Gini Soal Kredit","jelang akhir masa jabatan jokowi , bank kecil teriak gini soal kredit",2024/08/16,netral
"IHSG Loyo & Balik Lagi Ke 7.200-an, Sektor & Saham Ini Jadi Biangnya","IHSG loyo balik lagi ke 7200-an , sektor saham ini jadi biangnya",2024/11/14,negatif
"Rupiah Menguat 3 Hari Beruntun, Dolar AS Turun ke Rp 15.845","rupiah menguat 3 hari beruntun , dolar AS turun ke rp 15.845",2024/12/06,positif
"Saat IHSG Merah, Asing Terciduk Borong Deretan Saham Konglomerat Ini","saat IHSG merah , asing terciduk borong deretan saham konglomerat ini",2024/07/25,positif
Bos HK: Penerapan MLFF Belum Cocok di Tol Trans Sumatera,bos HK : penerapan MLFF belum cocok di tol trans sumatera,2024/07/02,netral
OJK Periksa Anak Usaha KoinWorks Buntut Kasus Dugaan Fraud,OJK periksa anak usaha koinworks buntut kasus dugaan fraud,2025/01/15,negatif
"IHSG Merana Lagi, Sektor dan Saham Ini Biang Keroknya","IHSG merana lagi , sektor dan saham ini biang keroknya",2024/11/11,negatif
Begini Cara Bersihkan Nama dari SLIK OJK atau BI Checking,begini cara bersihkan nama dari SLIK OJK atau BI checking,2024/12/07,netral
Trump Mau Bagikan US$ 5.000 ke Warga AS dari Hasil Efisiensi,trump mau bagikan US 5.000 ke warga AS dari hasil efisiensi,2025/02/28,netral
Bank Panas Dingin Perang Berebut Likuiditas,bank panas dingin perang berebut likuiditas,2025/01/14,netral
"BI Ungkap Fenomena ATM Ditinggal Warga RI, Ramai Pindah ke Sini","BI ungkap fenomena ATM ditinggal warga RI , ramai pindah ke sini",2024/12/18,netral
"Kantongi Restu Pemegang Saham, TBS Energy (TOBA) Divestasi 2 PLTU","kantongi restu pemegang saham , TBS energy ( TOBA ) divestasi 2 PLTU",2024/11/14,positif
"Gokil! Laba Bersih MDIY Meroket Hingga 205,6% di 2024",gokil ! laba bersih MDIY meroket hingga 205.6% di 2024,2025/03/25,positif
"Usai Dicaplok Grup Djarum, Bos DATA Ungkap Rencana Bisnis Ke Depan","usai dicaplok grup djarum , bos DATA ungkap rencana bisnis ke depan",2025/01/24,netral
"Raksasa Migas 'Nyungsep' Berjemaah, Laba 2024 BP Cs Anjlok hingga 97%","raksasa migas nyungsep berjemaah , laba 2024 BP cs anjlok hingga 97%",2025/02/11,negatif
"Ketidakpastian Global Bikin Waswas, Dolar AS Turun ke Rp16.365","ketidakpastian global bikin waswas , dolar AS turun ke rp 16.365",2024/07/03,positif
"Adu Kuat Senjata di Timur Tengah Masih Panas, Harga Minyak Terbang 5%","adu kuat senjata di timur tengah masih panas , harga minyak terbang 5%",2024/10/04,negatif
"Di Depan Anggota DPR, Bos Adhi Karya Buka Utang Rp25 Triliun","di depan anggota DPR , bos adhi karya buka utang rp 25 triliun",2025/03/05,netral
"HUT ke-54, Dirut KB Bank Bawa Pesan Penting Ini","HUT ke-54 , dirut KB bank bawa pesan penting ini",2024/07/10,netral
30 Asuransi Komitmen Akan Spin-Off Unit Usaha Syariah (UUS),30 asuransi komitmen akan spin-off unit usaha syariah ( UUS ),2024/07/11,netral
"Ada Potensi Kerugian Negara Lebih Besar, Antam Diminta Ajukan PK 2","ada potensi kerugian negara lebih besar , antam diminta ajukan PK 2",2024/01/18,negatif
Asing Terciduk Borong 10 Saham Ini Kala IHSG Cetak Rekor,asing terciduk borong 10 saham ini kala IHSG cetak rekor,2024/09/17,positif
"Asing Mulai Balik Lagi ke Pasar Saham RI, Saham Ini Diserbu","asing mulai balik lagi ke pasar saham RI , saham ini diserbu",2025/01/17,positif
"Valuasi Saham BRI (BBRI) Murah Banget, Analis Bilang Time to Buy","valuasi saham BRI ( BBRI ) murah banget , analis bilang time to buy",2025/02/28,positif
Ini Sederet Jabatan Retno Marsudi Usai Purnatugas dari Menlu,ini sederet jabatan retno marsudi usai purnatugas dari menlu,2025/03/26,netral
"Update Wamen BUMN Soal Gaji Karyawan Indofarma Hingga Fraud Rp371,8 M",update wamen BUMN soal gaji karyawan indofarma hingga fraud rp 371.8 m,2024/05/22,netral
Ridwan Kamil Akhirnya Buka Suara Soal Dugaan Korupsi Bank BJB,ridwan kamil akhirnya buka suara soal dugaan korupsi bank BJB,2025/03/19,netral
Perhatian! Inalum Ditargetkan IPO Pada Tahun 2026,perhatian ! inalum ditargetkan IPO pada tahun 2026,2025/01/10,positif
Gokil! Hari Ini Saham BBRI Sempat Sentuh Rekor Baru Rp 5.900,gokil ! hari ini saham BBRI sempat sentuh rekor baru rp 5.900,2024/02/06,positif
OJK Ungkap Ada 9 Calon Peserta Regulatory Sandbox,OJK ungkap ada 9 calon peserta regulatory sandbox,2024/06/10,netral
"Ternyata 12 Bank Ini Sudah Bangkrut Sejak Awal 2024, Cek Daftarnya","ternyata 12 bank ini sudah bangkrut sejak awal 2024 , cek daftarnya",2024/06/01,negatif
"Amar Bank (AMAR) Bakal Tebar Dividen Interim Rp25,21 Miliar",amar bank ( AMAR ) bakal tebar dividen interim rp 25.21 miliar,2024/12/18,positif
Bos Antam Buka Suara Soal Kabar Emas Palsu yang Meresahkan Masyarakat,bos antam buka suara soal kabar emas palsu yang meresahkan masyarakat,2025/03/13,netral
"Ini Dia ATM Pertama di Indonesia, Ternyata Milik Bank Swasta","ini dia ATM pertama di indonesia , ternyata milik bank swasta",2024/08/27,netral
"Bakal Pegang Modal Jumbo, Ini Bocoran Rencana Investasi Danantara","bakal pegang modal jumbo , ini bocoran rencana investasi danantara",2025/02/26,netral
Negara Mau Suntik Modal ke 3 BUMN Karya Disulap Jadi Agrinas,negara mau suntik modal ke 3 BUMN karya disulap jadi agrinas,2025/03/13,positif
OJK Ungkap Akan Ada Lebih dari 20 Bank Tutup di RI Tahun 2024,OJK ungkap akan ada lebih dari 20 bank tutup di RI tahun 2024,2024/10/14,negatif
"Breaking! Saham Big Caps Lanjutkan Reli, IHSG Melesat 1% Lebih","breaking ! saham big caps lanjutkan reli , IHSG melesat 1% lebih",2025/03/06,positif
Pelita Air & Patra Jasa Ajak Anak Panti Asuhan Berlibur ke Jogja,pelita air patra jasa ajak anak panti asuhan berlibur ke jogja,2025/03/13,positif
"Maybank Kabarnya Mau Akuisisi PNBN Harga 1,7x PBV, Ini kata Bos Panin","maybank kabarnya mau akuisisi PNBN harga 1.7x PBV , ini kata bos panin",2024/10/21,netral
"Ekonomi RI Tumbuh 5,05%, tapi IHSG Tetap Ambruk Nyaris 2%","ekonomi RI tumbuh 5.05% , tapi IHSG tetap ambruk nyaris 2%",2024/08/05,negatif
"Warga RI Ngantri Ganti Mobil Jelang Lebaran, Multifinance Full Senyum","warga RI ngantri ganti mobil jelang lebaran , multifinance full senyum",2025/02/28,positif
"Rupiah Tampak Suram, Dolar AS Kini Rp16.450","rupiah tampak suram , dolar AS kini rp 16.450",2025/03/13,negatif
"Kisah Dosen Matematika Kulik Saham, Kini Punya Harta Rp 482 Triliun","kisah dosen matematika kulik saham , kini punya harta rp 482 triliun",2024/03/18,netral
"Timur Tengah Memanas, Harga Minyak Makin Mendidih","timur tengah memanas , harga minyak makin mendidih",2024/09/24,negatif
Siapa Pemilik Mal Grand Indonesia? Ini Sosoknya,siapa pemilik mal grand indonesia ? ini sosoknya,2024/12/30,netral
"Brand Value Melesat, BRI Jadi Merek Nomor 1 di RI dan Urutan 323 Dunia","brand value melesat , BRI jadi merek nomor 1 di RI dan urutan 323 dunia",2025/03/17,positif
"Lanjut Koreksi, Bitcoin Cs Masih Loyo","lanjut koreksi , bitcoin cs masih loyo",2024/12/23,negatif
"Rupiah Terburuk di Asia, Jatuh ke Rp 16.350 per Dolar AS","rupiah terburuk di asia , jatuh ke rp 16.350 per dolar AS",2025/02/19,negatif
"2 Emiten Jumbo Mau IPO, Bos BEI Beri Bocorannya","2 emiten jumbo mau IPO , bos BEI beri bocorannya",2025/01/13,positif
"Timah (TINS) Cetak Laba Bersih Rp 909 M, Terbang 1.139% di Q3 2024","timah ( TINS ) cetak laba bersih rp 909 M , terbang 1.139% di Q3 2024",2024/11/22,positif
"Bursa Bikin Single Stock Futures, Bisa Buat Hedging Nilai Investasi","bursa bikin single stock futures , bisa buat hedging nilai investasi",2024/11/12,netral
"Awas! Nunggak Pinjol Bisa Kena Blacklist Bank, Ini Aturan Barunya","awas ! nunggak pinjol bisa kena blacklist bank , ini aturan barunya",2024/08/09,netral
"Era Pertama Prabowo Dimulai, Rupiah Siap Ngegas!","era pertama prabowo dimulai , rupiah siap ngegas !",2024/10/21,positif
Terungkap Modus Baru Uang Palsu: Mutilasi!,terungkap modus baru uang palsu : mutilasi !,2024/11/21,negatif
"Bukti Baru Kantong Warga RI Kempes, Terlihat dari Sini","bukti baru kantong warga RI kempes , terlihat dari sini",2025/01/27,negatif
"Asing Lepas Saham Bank Jumbo Kecuali BBNI, Analis Ungkap Sebabnya","asing lepas saham bank jumbo kecuali BBNI , analis ungkap sebabnya",2024/07/10,negatif
"IHSG Dibuka Bergairah, Balik Ke 7.000-an Lagi","IHSG dibuka bergairah , balik ke 7000-an lagi",2025/01/15,positif
BI Tegaskan Ada Efek Trumpcession di Balik Pelemahan Rupiah,BI tegaskan ada efek trumpcession di balik pelemahan rupiah,2025/03/11,negatif
"Dear Trader, Berikut Tips Gunakan Indikator MA untuk Raih Cuan","dear trader , berikut tips gunakan indikator MA untuk raih cuan",2024/08/13,netral
"Adaro Energy (ADRO) Mau Jual Anak Usaha, Ini Alasannya","adaro energy ( ADRO ) mau jual anak usaha , ini alasannya",2024/09/12,netral
"Kasus Suap IPO, Pengamat: Investor Sengaja Dibikin Rugi","kasus suap IPO , pengamat : investor sengaja dibikin rugi",2024/08/28,negatif
"GOTO Catat Peningkatan Keuangan, Calon CFO Baru Siap Lanjutkan","GOTO catat peningkatan keuangan , calon CFO baru siap lanjutkan",2024/07/17,positif
Robert Kiyosaki Tiba-Tiba Kasih Peringatan Terkait China,robert kiyosaki tiba-tiba kasih peringatan terkait china,2024/03/24,netral
"Prabowo Resmikan Danantara Besok, Ini Respons Jokowi Hingga Luhut","prabowo resmikan danantara besok , ini respons jokowi hingga luhut",2025/02/23,netral
"Rogoh, Rp 9,98 T SCGP Tambah Saham di Fajar Surya Wisesa (FASW)","rogoh , rp 9.98 t SCGP tambah saham di fajar surya wisesa ( FASW )",2024/09/06,positif
"Single Stock Futures Meluncur, Cek Daftar Saham, Kelebihan dan Caranya","single stock futures meluncur , cek daftar saham , kelebihan dan caranya",2024/03/15,netral
Sampai Q3 2024 Laba MIND ID Tembus Rp 27 Triliun,sampai Q3 2024 laba MIND ID tembus rp 27 triliun,2024/10/15,positif
"Pelanggan Netflix Tembus Rekor, Wall Street Berjalan di Zona Hijau","pelanggan netflix tembus rekor , wall street berjalan di zona hijau",2024/01/24,positif
Heboh! Akun Ditjen Pajak Pantau Istri Ustaz Solmed di TikTok,heboh ! akun ditjen pajak pantau istri ustaz solmed di tiktok,2024/01/27,netral
5 Kartu Uang Elektronik Bank & Minimal Isi Ulang Saldonya,5 kartu uang elektronik bank minimal isi ulang saldonya,2025/03/20,netral
"Breaking: Trump Effect, IHSG Ambruk 1%","breaking : trump effect , IHSG ambruk 1%",2024/11/07,negatif
"Aset Dana Pensiun (Dapen) Tembus Rp1.500,06 Triliun",aset dana pensiun ( dapen ) tembus rp 1.500.06 triliun,2024/11/18,netral
"Rupiah Keok, Dolar Naik Jadi Rp15.715","rupiah keok , dolar naik jadi rp 15.715",2024/11/01,negatif
"Harga Saham Terbang, MSIG Life Masuk Radar Pemantauan Bursa","harga saham terbang , MSIG life masuk radar pemantauan bursa",2024/09/19,negatif
2.300 Eks Karyawan Jiwasraya Terancam Gak Terima Uang Pensiun,2.300 eks karyawan jiwasraya terancam gak terima uang pensiun,2024/08/26,negatif
"Garuda Indonesia Siapkan 1,9 Juta Kursi Selama Periode Lebaran",garuda indonesia siapkan 1.9 juta kursi selama periode lebaran,2025/03/06,netral
Asing Kompak Borong 10 Saham Ini Kala IHSG Mulai Bangkit,asing kompak borong 10 saham ini kala IHSG mulai bangkit,2024/11/01,positif
"Holdingisasi, Jurus Pemerintah Dorong BUMN Makin Efisien","holdingisasi , jurus pemerintah dorong BUMN makin efisien",2024/10/18,positif
"Sri Mulyani: Threshold PPh Final UMKM RI Rp 4,8 M Sangat Tinggi!",sri mulyani : threshold pph final UMKM RI rp 4.8 m sangat tinggi !,2024/03/07,negatif
Pesan Penting Airlangga & Sri Mulyani untuk BRI (BBRI),pesan penting airlangga sri mulyani untuk BRI ( BBRI ),2025/01/30,netral
"Gurita Bisnis Happy Hapsoro, Konglomerat Pengendali RAJA dan RATU","gurita bisnis happy hapsoro , konglomerat pengendali RAJA dan RATU",2025/02/19,netral
"Penjualan Mobil Ambruk, Laba Emiten TP Rachmat (DRMA) Turun 20%","penjualan mobil ambruk , laba emiten TP rachmat ( DRMA ) turun 20%",2024/11/15,negatif
"Tahun Politik Ramai Perusahaan Politisi Galang Dana IPO, Apa Kata BEI?","tahun politik ramai perusahaan politisi galang dana IPO , apa kata BEI ?",2024/01/09,netral
Bankir Beberkan Bukti Baru Soal Isi Kantong Warga Kelas Menengah Ri,bankir beberkan bukti baru soal isi kantong warga kelas menengah ri,2024/08/09,netral
"Bisnis Emas Moncer, BSI (BRIS) Bakal Bikin Bullion Bank","bisnis emas moncer , BSI ( BRIS ) bakal bikin bullion bank",2024/11/29,positif
IHSG Melesat & Sentuh 7.700 Ditopang 3 Saham Bank Raksasa,IHSG melesat sentuh 7.700 ditopang 3 saham bank raksasa,2024/10/17,positif
"Wall Street Naik, Saham AS Siap Cetak Sejarah Rekor Tertinggi?","wall street naik , saham AS siap cetak sejarah rekor tertinggi ?",2024/05/16,positif
"Kinerja Rupiah Terbaik di Asia Gara-Gara Yen Jepang, Kok Bisa?","kinerja rupiah terbaik di asia gara-gara yen jepang , kok bisa ?",2024/08/09,netral
CCP Bisa Bikin Transaksi Dolar ke Rupiah Naik hingga US$1 M per Hari,CCP bisa bikin transaksi dolar ke rupiah naik hingga US 1 m per hari,2024/09/30,positif
"Meski Muncul Belakangan, Ini Alasan Paylater Perbankan Ungguli Fintech","meski muncul belakangan , ini alasan paylater perbankan ungguli fintech",2024/09/10,netral
"Budi Said Dituntut 16 Tahun Penjara & Bayar Uang Pengganti Rp 1,08 T",budi said dituntut 16 tahun penjara bayar uang pengganti rp 1.08 t,2024/12/13,negatif
"Dorong Pendalaman Sektor Keuangan Lewat Emas, BSI Luncurkan BSI Gold","dorong pendalaman sektor keuangan lewat emas , BSI luncurkan BSI gold",2024/11/29,positif
Trump Effect Pengaruhi Investor Sikapi Aset Kripto,trump effect pengaruhi investor sikapi aset kripto,2024/07/16,netral
"Saham-Saham BUMN Karya Kompak Ngegas, Ini Komentar BEI","saham-saham BUMN karya kompak ngegas , ini komentar BEI",2024/07/10,positif
"Jokowi Was-Was Perang di Gaza Palestina, Bikin Harga Minyak Dunia Naik","jokowi was-was perang di gaza palestina , bikin harga minyak dunia naik",2024/05/27,negatif
BNI Asset Management Dukung Unpad Lewat Peluncuran Reksa Dana,BNI asset management dukung unpad lewat peluncuran reksa dana,2025/02/24,positif
Bayan Resources (BYAN) Angkat Mantan Jaksa Agung Hendarman Jadi Komut,bayan resources ( BYAN ) angkat mantan jaksa agung hendarman jadi komut,2025/01/17,netral
"Ditopang Kredit Rp 1.336,8 T, BRI (BBRI) Cetak Laba Rp 29,9 T","ditopang kredit rp 1.336.8 T , BRI ( BBRI ) cetak laba rp 29.9 t",2024/07/25,positif
"BRI Sukses Salurkan Kredit Rp 199,83 Triliun ke Sektor Pertanian",BRI sukses salurkan kredit rp 199.83 triliun ke sektor pertanian,2024/12/05,positif
Begini Modus Suap IPO Bernilai Rp 20 miliar di Bursa Efek Indonesia,begini modus suap IPO bernilai rp 20 miliar di bursa efek indonesia,2024/08/27,netral
"Inflasi AS Turun, S&P 500 dan Nasdaq Justru Beri Respon Negatif","inflasi AS turun , SP 500 dan nasdaq justru beri respon negatif",2024/07/11,negatif
"Sri Mulyani Pede Modal Asing Antre Masuk ke RI, ini Alasannya","sri mulyani pede modal asing antre masuk ke RI , ini alasannya",2024/10/18,positif
"Saldo Minimum Rekening Bank Mandiri, BRI, BNI per 2 Februari 2025","saldo minimum rekening bank mandiri , BRI , BNI per 2 februari 2025",2025/02/02,netral
Pria AS Jadi Konglomerat Setelah Ikuti Ajaran Nabi,pria AS jadi konglomerat setelah ikuti ajaran nabi,2025/03/20,netral
Cara Menjaga Keamanan Kartu Kredit dari Risiko Penipuan,cara menjaga keamanan kartu kredit dari risiko penipuan,2024/10/09,netral
"Rupiah Dibuka Melemah, Dolar AS Jadi Rp16.230/US$!","rupiah dibuka melemah , dolar AS jadi rp 16.230us !",2025/02/18,negatif
"Emiten Ini Mau Ditendang Bursa, 61 Juta Saham Masyarakat Nyangkut","emiten ini mau ditendang bursa , 61 juta saham masyarakat nyangkut",2024/05/03,negatif
"Menanti Data Cadangan Devisa RI, Rupiah Siap Dapat Booster!","menanti data cadangan devisa RI , rupiah siap dapat booster !",2025/01/08,positif
Bos Garuda Indonesia Bocorin Info Terbaru Soal Merger dengan InJourney,bos garuda indonesia bocorin info terbaru soal merger dengan injourney,2024/05/22,netral
Mesin Uang Orang Terkaya Israel Ternyata Ada di RI,mesin uang orang terkaya israel ternyata ada di RI,2024/05/04,netral
Bank Dunia Sebut Sektor Ini Jadi Motor Ekonomi RI,bank dunia sebut sektor ini jadi motor ekonomi RI,2024/06/24,netral
Ini PR Besar Prabowo Jika Ingin Ekonomi RI Tumbuh 8%,ini PR besar prabowo jika ingin ekonomi RI tumbuh 8%,2024/09/29,netral
Daftar Konglomerat Pemilik Mal Terbesar di Jakarta,daftar konglomerat pemilik mal terbesar di jakarta,2024/12/12,netral
"Segera Diluncurkan, Luhut Minta Semua Orang Dukung Danantara","segera diluncurkan , luhut minta semua orang dukung danantara",2025/02/18,netral
Perbaikan Kinerja Jadi Bukti Tata Kelola PT Timah Semakin Baik,perbaikan kinerja jadi bukti tata kelola PT timah semakin baik,2024/10/16,positif
"Regulasi Makin Jelas, Aset Kripto Punya Potensi Cerah di RI","regulasi makin jelas , aset kripto punya potensi cerah di RI",2025/02/12,positif
"IHSG Dibuka Merah Menyala, Kembali Merosot ke Level 7.100","IHSG dibuka merah menyala , kembali merosot ke level 7.100",2024/11/29,negatif
"Rugi KRAS Bengkak 201,6%, Menteri BUMN Erick Beberkan Penyebabnya","rugi KRAS bengkak 201.6% , menteri BUMN erick beberkan penyebabnya",2024/11/05,negatif
"Tak Jadi Mundur dari Gubernur Jatim, Segini Gaji & Tunjangan Khofifah","tak jadi mundur dari gubernur jatim , segini gaji tunjangan khofifah",2024/01/15,netral
Awas Tertipu! Nih Data Pinjol Legal Kantongi Izin OJK,awas tertipu ! nih data pinjol legal kantongi izin OJK,2024/05/24,netral
"Horor di Industri Multfinance Terlihat Sejak 2015, Ini Buktinya","horor di industri multfinance terlihat sejak 2015 , ini buktinya",2024/11/10,negatif
"Tembus Rp1,49 T, Kredit BNI Finance Meroket 433% di Kuartal-I 2024","tembus rp 1.49T , kredit BNI finance meroket 433% di kuartal-i 2024",2024/05/28,positif
"IHSG Anjlok Parah, Lo Kheng Hong Malah Bilang Gini","IHSG anjlok parah , lo kheng hong malah bilang gini",2025/02/28,negatif
Prudential Syariah Pede Produk Kesehatan Berbasis Syariah Akan Gaspol,prudential syariah pede produk kesehatan berbasis syariah akan gaspol,2025/02/27,positif
Saham FORU dan KARW Meroket Karena Mau Dicaplok? Bos OJK Buka-Bukaan,saham FORU dan KARW meroket karena mau dicaplok ? bos OJK buka-bukaan,2024/08/05,positif
"Profil Bernard Arnault, Raja Fashion Mewah Berharta Rp2.788 Triliun","profil bernard arnault , raja fashion mewah berharta rp 2.788 triliun",2024/12/10,netral
"Nasib Investor Saham FREN, Jadi Segini Kalau Dikonversi ke EXCL","nasib investor saham FREN , jadi segini kalau dikonversi ke EXCL",2024/12/12,netral
Pemerintah Jamin Penetapan PSN BSD-PIK 2 Tak Ada Unsur Politik,pemerintah jamin penetapan PSN bsd-pik 2 tak ada unsur politik,2024/03/27,netral
"IHSG Lanjut Menguat, Asing Kompak Serbu Saham Ini","IHSG lanjut menguat , asing kompak serbu saham ini",2024/07/11,positif
"Nikkei dan Kospi Kompak Dibuka Menguat, Angin Segar untuk IHSG?","nikkei dan kospi kompak dibuka menguat , angin segar untuk IHSG ?",2024/12/05,positif
"Dapat Restu PMN Rp 3,61 T, Ini Dosa Asabri yang Bikin DPR Geram","dapat restu PMN rp 3.61 T , ini dosa asabri yang bikin DPR geram",2024/07/11,negatif
"OJK: Premi Asuransi Tumbuh 7,38% per Juli 2024",OJK : premi asuransi tumbuh 7.38% per juli 2024,2024/09/06,positif
"Investor Menanti Rilis Data Inflasi AS, Rupiah Dibuka Turun Tipis","investor menanti rilis data inflasi AS , rupiah dibuka turun tipis",2024/12/11,negatif
NETV Jelaskan Alasan Pengurus 87 Anak Usaha Mundur Berjamaah,NETV jelaskan alasan pengurus 87 anak usaha mundur berjamaah,2024/10/23,netral
"Pasar Tunggu Keputusan Suku Bunga BI, Bagaimana Nasib Rupiah?","pasar tunggu keputusan suku bunga BI , bagaimana nasib rupiah ?",2024/07/17,netral
"Inflasi AS Melambung, Bitcoin Cs Longsor","inflasi AS melambung , bitcoin cs longsor",2024/12/13,negatif
"Prabowo Resmikan Danantara, Bos Bank Mandiri Ungkap Dampaknya","prabowo resmikan danantara , bos bank mandiri ungkap dampaknya",2025/02/26,netral
"IHSG Belum Pulih, OJK Beri Kabar Kondisi Bursa RI","IHSG belum pulih , OJK beri kabar kondisi bursa RI",2025/03/07,netral
"Pasar Kripto Pagi Ini: Bitcoin & XRP Lesu, Ethereum Cs Menguat","pasar kripto pagi ini : bitcoin XRP lesu , ethereum cs menguat",2024/12/06,positif
"Ada Fahri Hamzah, Ini Susunan Komisaris dan Direksi BTN Terbaru","ada fahri hamzah , ini susunan komisaris dan direksi BTN terbaru",2025/03/26,netral
"IHSG Balik ke 7.700, Asing Malah Lepas INKP, ADRO, hingga GOTO","IHSG balik ke 7.700 , asing malah lepas INKP , ADRO , hingga GOTO",2024/10/21,negatif
Nasib BREN dan CUAN Jika Terbukti Manipulasi Pasar,nasib BREN dan CUAN jika terbukti manipulasi pasar,2024/10/04,negatif
"Warga RI Makin Doyan Mobil Listrik, Kredit EV Naik 128,34%","warga RI makin doyan mobil listrik , kredit EV naik 128.34%",2024/07/10,positif
"Bos OJK Minta Investor Pasar Modal Dilindungi, Jangan 'Tabrak Lari'","bos OJK minta investor pasar modal dilindungi , jangan tabrak lari",2024/06/10,netral
"Investor Global Kompak Jual Reksa Dana Saham, Kenapa?","investor global kompak jual reksa dana saham , kenapa ?",2024/04/12,negatif
"Warga RI Rajin Simpan Emas, Erick Thohir Tunjuk Lokasinya di sini","warga RI rajin simpan emas , erick thohir tunjuk lokasinya di sini",2025/03/01,netral
"Tingkatkan Layanan Internasional, BNI Lakukan Ini di Cabang Singapura","tingkatkan layanan internasional , BNI lakukan ini di cabang singapura",2024/10/03,positif
"Pemegang Saham Ritel BNI (BBNI) Ngegas, Jumlahnya Udah Segini","pemegang saham ritel BNI ( BBNI ) ngegas , jumlahnya udah segini",2024/07/26,positif
IHSG Ambruk Tertekan Kinerja Emiten Perbankan,IHSG ambruk tertekan kinerja emiten perbankan,2025/02/27,negatif
"Transformasi Digital, Mandiri Remittance Perkuat Layanan untuk PMI","transformasi digital , mandiri remittance perkuat layanan untuk PMI",2025/01/22,positif
Mantap! BRI Kasih Program Spesial MDR 0% bagi Merchant,mantap ! BRI kasih program spesial MDR 0% bagi merchant,2024/08/15,positif
"Banyak Kabar Baik, IHSG Ditutup Bergairah & Balik ke 7.600-an","banyak kabar baik , IHSG ditutup bergairah balik ke 7600-an",2024/10/15,positif
"IHSG Bergairah Lagi, Asing Borong Saham Emiten Blue Chip & Pelat Merah","IHSG bergairah lagi , asing borong saham emiten blue chip pelat merah",2024/10/17,positif
"Prabowo Terima Bos New Development Bank di Istana, Ini yang Dibahas!","prabowo terima bos new development bank di istana , ini yang dibahas !",2025/03/25,netral
